lat,lng,name,vicinity,Type1,Type2,Type3,Type4,Type5,Type6,rating,user_ratings_total,price_level
41.2705484,-72.9469711,West Haven,West Haven,accounting,finance,point_of_interest,establishment,NA,NA,0,0,0
41.2330862,-73.0260426,Hilton Garden Inn Milford,"291 Old Gate Lane, Milford",accounting,finance,local_government_office,point_of_interest,establishment,NA,4,813,0
41.2311545,-73.0298801,Hyatt Place Milford / New Haven,"190 Old Gate Lane, Milford",accounting,local_government_office,finance,point_of_interest,establishment,NA,4,664,0
41.2558306,-73.0017676,Courtyard by Marriott New Haven Orange/Milford,"136 Marsh Hill Road, Orange",accounting,finance,point_of_interest,establishment,NA,NA,4,499,0
41.2232085,-73.0770867,Hampton Inn Milford,"129 Plains Road, Milford",accounting,finance,point_of_interest,establishment,NA,NA,3.8,824,0
41.2314866,-73.0463287,Super 8 by Wyndham Milford/New Haven,"1015 Boston Post Road, Milford",accounting,finance,local_government_office,point_of_interest,establishment,NA,2.7,294,0
41.2357209,-73.0356117,Zumiez,"1201 Boston Post Road Suite 2008, Milford",accounting,finance,point_of_interest,establishment,NA,NA,4.4,19,2
41.2360074,-73.0355201,Connecticut Post Mall,"1201 Boston Post Road, Milford",accounting,finance,point_of_interest,establishment,NA,NA,4.3,6999,0
41.2351777,-73.0371841,AT&T Store,"1201 Boston Post Road Space 2445, Milford",accounting,local_government_office,finance,point_of_interest,establishment,NA,4.8,799,2
41.2348423,-73.0371839,ALDO,"1201 Boston Post Road #2414, Milford",accounting,finance,point_of_interest,establishment,NA,NA,3.7,47,2
41.234824,-73.0369504,Hollister Co.,"1201 Boston Post Road, Milford",airport,point_of_interest,establishment,NA,NA,NA,4.3,111,2
41.2351357,-73.0378255,Buffalo Wild Wings,"1201 Boston Post Road, Milford",airport,point_of_interest,establishment,NA,NA,NA,4,1341,2
41.2355864,-73.0366258,Express,"1201 Boston Post Road, Milford",airport,point_of_interest,establishment,NA,NA,NA,4.1,88,2
41.235813,-73.03609,Torrid,"1201 Boston Post Road #2048, Milford",airport,point_of_interest,establishment,NA,NA,NA,4.3,92,2
41.2369515,-73.0342675,Diva Kidz,"1201 Boston Post Road, Milford",airport,point_of_interest,establishment,NA,NA,NA,2.9,33,0
41.2356263,-73.0356486,Underground By Journeys,"1201 Boston Post Road, Milford",amusement_park,tourist_attraction,point_of_interest,establishment,NA,NA,4.3,22,2
41.250878,-73.023882,Costco Pharmacy,"1718 Boston Post Road, Milford",amusement_park,tourist_attraction,point_of_interest,establishment,NA,NA,3.2,5,2
41.2360454,-73.0357313,Pretzelmaker,"1201 Boston Post Rd, Space Number 1029A, Milford",aquarium,tourist_attraction,point_of_interest,establishment,NA,NA,3.7,9,1
41.2513231,-73.0177516,Trader Joes,"560 Boston Post Road, Orange",aquarium,tourist_attraction,point_of_interest,establishment,NA,NA,4.6,2243,2
41.2306979,-73.064036,Milford,Milford,art_gallery,bar,night_club,point_of_interest,establishment,NA,0,0,0
41.2360271,-73.0355805,rue21,"1201 Boston Post Road, Milford",art_gallery,point_of_interest,store,establishment,NA,NA,4.2,87,1
41.2192589,-73.0128241,Foran High School,"80 Foran Road, Milford",atm,finance,point_of_interest,establishment,NA,NA,2.9,11,0
41.2386268,-73.0200017,Cracker Barrel Old Country Store,"30 Research Drive, Milford",atm,finance,point_of_interest,establishment,NA,NA,4.3,4689,2
41.2509755,-73.0245418,Cardtronics ATM,"1718 Boston Post Road, Milford",atm,finance,point_of_interest,establishment,NA,NA,0,0,0
41.250878,-73.023882,Costco Vision Center,"1718 Boston Post Road, Milford",atm,finance,point_of_interest,establishment,NA,NA,2.8,16,2
41.2482781,-73.0253079,Whole Foods Market,"1686 Boston Post Road, Milford",atm,finance,point_of_interest,establishment,NA,NA,4.3,789,3
41.2403,-73.0323972,Barnes & Noble,"1375 Boston Post Road, Milford",atm,finance,point_of_interest,establishment,NA,NA,4.6,1152,2
41.23453,-73.03789,Johnny Rockets,"1201 Boston Post Road, Milford",atm,finance,point_of_interest,establishment,NA,NA,3.1,51,2
41.2287369,-73.0691299,Colonial Toyota in Milford,"470 Boston Post Road, Milford",atm,finance,point_of_interest,establishment,NA,NA,4.5,1809,0
41.234657,-73.037679,Cinemark Connecticut Post 14 and IMAX,"1201 Boston Post Road Suite 3000, Milford",atm,finance,point_of_interest,establishment,NA,NA,4.4,1727,0
41.2276746,-73.0490097,The UPS Store,"167 Cherry Street, Milford",atm,finance,point_of_interest,establishment,NA,NA,3.1,54,0
41.2482,-73.0231,Bowlero Milford,"1717 Boston Post Road, Milford",atm,finance,point_of_interest,establishment,NA,NA,4.1,1172,0
41.2365605,-73.0343476,Spencers,"Connecticut Post Mall, 1201 Boston Post Road #1023, Milford",atm,finance,point_of_interest,establishment,NA,NA,3.7,50,2
41.238876,-73.029025,Marshalls,"1413 Boston Post Road, Milford",atm,finance,point_of_interest,establishment,NA,NA,4.3,438,0
41.221337,-73.056141,"Gene Borchetta - Financial Advisor, Ameriprise Financial Services, LLC","3 Schooner Lane Ste 115, Milford",atm,finance,point_of_interest,establishment,NA,NA,0,0,0
41.2663359,-73.0030265,Wells Fargo Bank,"297 Boston Post Road, Orange",atm,finance,point_of_interest,establishment,NA,NA,2.7,10,0
41.2360454,-73.0357313,Aéropostale,"1201 Boston Post Road #2041, Milford",atm,finance,point_of_interest,establishment,NA,NA,4.3,48,2
41.2383912,-73.0354361,AT&T Store,"1319 Boston Post Road #4c, Milford",atm,finance,point_of_interest,establishment,NA,NA,4.8,636,2
41.257564,-73.0115976,The Home Depot,"440 Boston Post Road, Orange",bakery,food,point_of_interest,store,establishment,NA,4.2,980,1
41.2590988,-73.011886,Olive Garden Italian Restaurant,"439 Boston Post Road, Orange",bakery,food,point_of_interest,store,establishment,NA,4.2,2373,2
41.2351937,-73.0359423,"Dr. Nasser Kameli, DMD","1201 Boston Post Road, Milford",bakery,restaurant,food,point_of_interest,store,establishment,3,2,0
41.2230267,-73.0558634,Stonebridge Restaurant,"50 Daniel Street, Milford",bakery,restaurant,point_of_interest,store,food,establishment,4.4,1269,2
41.2246104,-73.0583516,Public Defender,"14 West River Street, Milford",bakery,food,point_of_interest,store,establishment,NA,5,1,0
41.2246104,-73.0583516,Clerks Office,"14 West River Street, Milford",bakery,restaurant,point_of_interest,food,store,establishment,0,0,0
41.2235985,-73.0571283,State Attorney,"14 West River Street, Milford",bakery,restaurant,point_of_interest,food,store,establishment,0,0,0
41.2246104,-73.0583516,Bail Commissioner,"14 West River Street, Milford",bakery,grocery_or_supermarket,clothing_store,health,store,restaurant,0,0,0
41.2449578,-73.0900722,Igor I. Sikorsky Memorial Bridge,Stratford,bakery,restaurant,food,point_of_interest,store,establishment,4.7,13,0
41.2403801,-73.0349169,Rite Aid,"1360 Boston Post Road, Milford",bakery,restaurant,food,point_of_interest,store,establishment,3.2,19,2
41.2243641,-73.0708207,"Dr. Lawrence J. Wartel, MD","326 West Main Street, Milford",bakery,restaurant,point_of_interest,food,store,establishment,0,0,0
41.2211914,-73.0561488,Spinnaker Milford,"3 Schooner Lane, Milford",bakery,restaurant,point_of_interest,food,store,establishment,4.4,86,0
41.2380014,-73.0249496,NAPA Auto Parts - Parts Place Inc,"45 Banner Drive, Milford",bakery,point_of_interest,food,store,establishment,NA,4.5,87,0
41.2321271,-73.0400256,Edgewell Personal Care,"10 Leighton Road, Milford",bakery,food,point_of_interest,store,establishment,NA,4,12,0
41.2252414,-73.070796,Subway,"365 Boston Post Road Unit B, Milford",bakery,restaurant,point_of_interest,food,store,establishment,4.2,92,1
41.2256812,-73.0795573,Bankers Life,"185 Plains Road Ste 205W, Milford",bakery,restaurant,store,food,point_of_interest,establishment,4.9,220,0
41.2476838,-73.0468756,Platt Technical High School,"600 Orange Avenue, Milford",bakery,food,point_of_interest,store,establishment,NA,3.5,68,0
41.248345,-73.0035426,Intuitive Surgical Inc,"25 Executive Boulevard, Orange",bakery,restaurant,food,point_of_interest,store,establishment,0,0,0
41.2264861,-73.018438,Berean Assembly of God Church,Milford,bakery,point_of_interest,food,store,establishment,NA,0,0,0
41.2227871,-73.0571668,Milford Photo,"22 River Street, Milford",bank,atm,finance,point_of_interest,establishment,NA,4.5,181,0
41.2292156,-73.0298796,The Edge Fitness Clubs,"125 Old Gate Lane, Milford",bank,atm,finance,point_of_interest,establishment,NA,4.9,529,0
41.2220944,-73.0464309,Milford City Civil Prprdnss,Milford,bank,finance,point_of_interest,establishment,NA,NA,0,0,0
41.308274,-72.9278835,New Haven,New Haven,bank,finance,point_of_interest,establishment,NA,NA,0,0,0
41.268729,-72.9757163,Hampton Inn & Suites New Haven - South - West Haven,"510 Saw Mill Road, West Haven",bank,finance,point_of_interest,establishment,NA,NA,4.2,726,0
41.2558306,-73.0017676,Courtyard by Marriott New Haven Orange/Milford,"136 Marsh Hill Road, Orange",bank,finance,point_of_interest,establishment,NA,NA,4,499,0
41.2812821,-72.9414803,Super 8 by Wyndham West Haven,"7 Kimberly Avenue, West Haven",bank,finance,point_of_interest,establishment,NA,NA,2.9,576,0
41.2921105,-72.9618992,University of New Haven,"300 Boston Post Road, West Haven",bank,finance,point_of_interest,establishment,NA,NA,4.3,284,0
41.2689833,-72.9747254,Best Western Executive Hotel Of New Haven-West Haven,"490 Saw Mill Road, West Haven",bank,atm,finance,point_of_interest,establishment,NA,3.8,603,0
41.2832425,-72.9302338,City Point Historic District,New Haven,bank,finance,point_of_interest,establishment,NA,NA,4.5,26,0
41.268622,-72.976384,Texas Roadhouse,"524 Saw Mill Road, West Haven",bank,atm,finance,point_of_interest,establishment,NA,4.5,4287,2
41.2752432,-72.967013,Econo Lodge,"370 Highland Street, West Haven",bank,atm,finance,point_of_interest,establishment,NA,2.6,401,0
41.3013936,-72.9614403,"MY SWEET TOOTH, LLC","Paul Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,2,1,0
41.2663359,-73.0030265,Wells Fargo Bank,"297 Boston Post Road, Orange",bank,atm,finance,point_of_interest,establishment,NA,2.7,10,0
41.2723511,-72.9883249,Kohls,"250 Bull Hill Lane, Orange",bank,finance,point_of_interest,establishment,NA,NA,4.2,949,1
41.2844004,-72.9576103,"Dr. Dolores Vojvoda, MD","950 Campbell Avenue, West Haven",bank,finance,point_of_interest,establishment,NA,NA,0,0,0
41.2844004,-72.9576103,Fine Diane Lynn MD,"950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2593896,-72.9585938,West Haven High School,"1 Mcdonough Plz, 1 Mcdonough Plz, West Haven",bank,finance,point_of_interest,establishment,NA,NA,3.6,22,0
41.2844152,-72.9576369,"Dr. Richard E. Kravitz, MD","950 Campbell Avenue, West Haven",bank,finance,point_of_interest,establishment,NA,NA,5,1,0
41.2844004,-72.9576103,"Dr. Hitender Jain, MD","950 Campbell Avenue, West Haven",bank,finance,point_of_interest,establishment,NA,NA,0,0,0
41.2844037,-72.957614,Brewer Judson A MD,"950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Roberto J. Groszmann, MD","950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2705484,-72.9469711,West Haven,West Haven,bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,VA Medical Center-West Haven: Smith Brian R MD,"950 Campbell Avenue, West Haven",bank,finance,point_of_interest,establishment,NA,NA,0,0,0
41.2844004,-72.9576103,"Dr. Linda S. Godleski, MD","950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Marisa J. Lomanto, MD","950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Ann M. Rasmusson, MD","950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Va Medical Center-West Haven: Tormey Christopher MD,"950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Mona Zain, MD","950 Campbell Avenue, West Haven",bank,finance,point_of_interest,establishment,NA,NA,0,0,0
41.2836612,-72.9604509,"Dr. Ismene L. Petrakis, MD","950 Campbell Avenue, West Haven",bank,finance,point_of_interest,establishment,NA,NA,0,0,0
41.2827061,-72.9604283,"Dr. Mohini Ranganathan, MD","950 Campbell Avenue, West Haven",bank,finance,point_of_interest,establishment,NA,NA,0,0,0
41.2836612,-72.960451,"Dr. Hy V. Phan, MD","950 Campbell Avenue, West Haven",bank,finance,point_of_interest,establishment,NA,NA,0,0,0
41.2844004,-72.9576103,"Dr. Bachaar Arnaout, MD","950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Michelle M. Carino, MD","950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Homer Robert J MD,"950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Kenneth L. Cohen, MD","950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,VA Medical Center-West Haven: Taylor Caroline MD,"950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Lindsay Schine, MD","950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,VA Medical Center-West Haven: Irizarry Eliud MD,"950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Brian J. Malm, MD","950 Campbell Avenue, West Haven",bank,finance,point_of_interest,establishment,NA,NA,0,0,0
41.2844004,-72.9576103,VA Medical Center-West Haven: Rochester Carolyn L MD,"950 Campbell Avenue, West Haven",bank,finance,point_of_interest,establishment,NA,NA,0,0,0
41.2844004,-72.9576103,"Dr. Susan T. Crowley, MD","950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Steven E. Pfau, MD","950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Kim-Thu C. Pham, MD","950 Campbell Avenue, West Haven",bank,finance,point_of_interest,establishment,NA,NA,0,0,0
41.2844004,-72.9576103,"Dr. Shuba Rodrigues, MD","950 Campbell Avenue, West Haven",bank,finance,point_of_interest,establishment,NA,NA,0,0,0
41.2844004,-72.9576103,Walker Charles N MD,"950 Campbell Avenue, West Haven",bank,finance,point_of_interest,establishment,NA,NA,0,0,0
41.2844004,-72.9576103,Nathanson Michael H MD,"950 Campbell Avenue, West Haven",bank,finance,point_of_interest,establishment,NA,NA,0,0,0
41.2844004,-72.9576103,VA Medical Center-West Haven: Wong Thomas MD,"950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Hilary C. Cain, MD","950 Campbell Avenue, West Haven",bank,finance,point_of_interest,establishment,NA,NA,0,0,0
41.2844004,-72.9576103,"Dr. Daniel H. Mathalon, MD","950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Innis Robert MD,"950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Chang John J MD,"950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Larisa L. Davydova, MD","950 Campbell Avenue, West Haven",bank,atm,finance,point_of_interest,establishment,NA,0,0,0
41.2844152,-72.9576369,"Dr. Melissa F. Perkal, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Landman Adam B MD,"950 Campbell Avenue, West Haven",bar,restaurant,point_of_interest,food,establishment,NA,0,0,0
41.2844004,-72.9576103,Rosen Marc I MD,"950 Campbell Avenue, West Haven",bar,restaurant,point_of_interest,food,establishment,NA,0,0,0
41.2844004,-72.9576103,Blumberg Hilary P MD,"950 Campbell Avenue, West Haven",bar,night_club,restaurant,food,point_of_interest,establishment,0,0,0
41.2844004,-72.9576103,Reilly Hugh F MD,"950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Michael J. Sernyak Jr, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Sherif I. Assaad, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Nash Esther R MD,"950 Campbell Avenue, West Haven",bar,night_club,restaurant,point_of_interest,food,establishment,0,0,0
41.2844004,-72.9576103,"Dr. James M. Solomon, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. John P. Concato, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.308274,-72.9278835,New Haven,New Haven,bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2921105,-72.9618992,University of New Haven,"300 Boston Post Road, West Haven",bar,night_club,restaurant,food,point_of_interest,establishment,4.3,284,0
41.2812821,-72.9414803,Super 8 by Wyndham West Haven,"7 Kimberly Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,2.9,576,0
41.3013936,-72.9614403,"MY SWEET TOOTH, LLC","Paul Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,2,1,0
41.2844004,-72.9576103,"Dr. Dolores Vojvoda, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Fine Diane Lynn MD,"950 Campbell Avenue, West Haven",bar,night_club,restaurant,point_of_interest,food,establishment,0,0,0
41.2844152,-72.9576369,"Dr. Richard E. Kravitz, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,5,1,0
41.2844004,-72.9576103,"Dr. Hitender Jain, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844037,-72.957614,Brewer Judson A MD,"950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Roberto J. Groszmann, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,VA Medical Center-West Haven: Smith Brian R MD,"950 Campbell Avenue, West Haven",bar,cafe,restaurant,store,food,point_of_interest,0,0,0
41.2844004,-72.9576103,"Dr. Linda S. Godleski, MD","950 Campbell Avenue, West Haven",bar,point_of_interest,establishment,NA,NA,NA,0,0,0
41.2844004,-72.9576103,"Dr. Marisa J. Lomanto, MD","950 Campbell Avenue, West Haven",bar,restaurant,point_of_interest,food,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Ann M. Rasmusson, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Va Medical Center-West Haven: Tormey Christopher MD,"950 Campbell Avenue, West Haven",bar,restaurant,point_of_interest,food,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Mona Zain, MD","950 Campbell Avenue, West Haven",bar,night_club,restaurant,point_of_interest,food,establishment,0,0,0
41.2879272,-72.9608996,Notre Dame High School,"1 Notre Dame Way, West Haven",bar,point_of_interest,establishment,NA,NA,NA,4.4,7,0
41.2844004,-72.9576103,"Dr. Bachaar Arnaout, MD","950 Campbell Avenue, West Haven",bar,restaurant,point_of_interest,food,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Michelle M. Carino, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2705484,-72.9469711,West Haven,West Haven,bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Homer Robert J MD,"950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Kenneth L. Cohen, MD","950 Campbell Avenue, West Haven",bar,restaurant,point_of_interest,food,establishment,NA,0,0,0
41.2844004,-72.9576103,VA Medical Center-West Haven: Taylor Caroline MD,"950 Campbell Avenue, West Haven",bar,restaurant,point_of_interest,food,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Lindsay Schine, MD","950 Campbell Avenue, West Haven",bar,restaurant,point_of_interest,food,establishment,NA,0,0,0
41.2844004,-72.9576103,VA Medical Center-West Haven: Irizarry Eliud MD,"950 Campbell Avenue, West Haven",bar,restaurant,point_of_interest,food,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Brian J. Malm, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,VA Medical Center-West Haven: Rochester Carolyn L MD,"950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Susan T. Crowley, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Steven E. Pfau, MD","950 Campbell Avenue, West Haven",bar,night_club,restaurant,point_of_interest,food,establishment,0,0,0
41.2844004,-72.9576103,"Dr. Kim-Thu C. Pham, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Shuba Rodrigues, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Walker Charles N MD,"950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Nathanson Michael H MD,"950 Campbell Avenue, West Haven",bar,night_club,restaurant,point_of_interest,food,establishment,0,0,0
41.2844004,-72.9576103,VA Medical Center-West Haven: Wong Thomas MD,"950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Hilary C. Cain, MD","950 Campbell Avenue, West Haven",bar,restaurant,point_of_interest,food,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Daniel H. Mathalon, MD","950 Campbell Avenue, West Haven",bar,restaurant,point_of_interest,food,establishment,NA,0,0,0
41.2844004,-72.9576103,Innis Robert MD,"950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Chang John J MD,"950 Campbell Avenue, West Haven",bar,restaurant,point_of_interest,food,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Larisa L. Davydova, MD","950 Campbell Avenue, West Haven",bar,restaurant,point_of_interest,food,establishment,NA,0,0,0
41.2844152,-72.9576369,"Dr. Melissa F. Perkal, MD","950 Campbell Avenue, West Haven",bar,restaurant,point_of_interest,food,establishment,NA,0,0,0
41.2844004,-72.9576103,Landman Adam B MD,"950 Campbell Avenue, West Haven",bar,restaurant,point_of_interest,food,establishment,NA,0,0,0
41.2844004,-72.9576103,Rosen Marc I MD,"950 Campbell Avenue, West Haven",bar,night_club,restaurant,food,point_of_interest,establishment,0,0,0
41.2844004,-72.9576103,Blumberg Hilary P MD,"950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Reilly Hugh F MD,"950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Michael J. Sernyak Jr, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,"Dr. Sherif I. Assaad, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Nash Esther R MD,"950 Campbell Avenue, West Haven",bar,night_club,restaurant,food,point_of_interest,establishment,0,0,0
41.2844004,-72.9576103,"Dr. James M. Solomon, MD","950 Campbell Avenue, West Haven",bar,restaurant,lodging,food,point_of_interest,establishment,0,0,0
41.2844004,-72.9576103,"Dr. John P. Concato, MD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Fried Terri R MD,"950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844152,-72.9576369,"John J. Sellinger, PHD","950 Campbell Avenue, West Haven",bar,restaurant,food,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Samuel Varman T MD,"950 Campbell Avenue, West Haven",bar,restaurant,point_of_interest,food,establishment,NA,0,0,0
41.2844004,-72.9576103,Fernandez Antonio B MD,"950 Campbell Avenue, West Haven",beauty_salon,health,spa,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Labadia Gail MD,"950 Campbell Avenue, West Haven",beauty_salon,hair_care,point_of_interest,establishment,NA,NA,0,0,0
41.2844004,-72.9576103,Aziz Hammad MD,"950 Campbell Avenue, West Haven",beauty_salon,spa,health,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Curtis Jeptha P MD,"950 Campbell Avenue, West Haven",beauty_salon,spa,hair_care,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Acampora Gregory MD,"950 Campbell Avenue, West Haven",beauty_salon,hair_care,spa,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,VA Medical Center-West Haven: Trevisan Louis A MD,"950 Campbell Avenue, West Haven",book_store,cafe,store,point_of_interest,food,establishment,0,0,0
41.2844004,-72.9576103,"Dr. Craig S. Zalis, MD","950 Campbell Avenue, West Haven",book_store,clothing_store,store,point_of_interest,establishment,NA,0,0,0
41.2844004,-72.9576103,Roman Sanziana A MD,"950 Campbell Avenue, West Haven",book_store,library,point_of_interest,store,establishment,NA,0,0,0
41.308274,-72.9278835,New Haven,New Haven,book_store,point_of_interest,clothing_store,store,establishment,NA,0,0,0
41.3130602,-72.9339436,Courtyard by Marriott New Haven at Yale,"30 Whalley Avenue, New Haven",book_store,library,point_of_interest,store,establishment,NA,4.1,736,0
41.3050076,-72.9293841,New Haven Hotel,"229 George Street, New Haven",book_store,point_of_interest,clothing_store,store,establishment,NA,4.2,680,0
41.3163244,-72.9223431,Yale University,New Haven,book_store,cafe,point_of_interest,store,food,establishment,4.5,1800,0
41.3029876,-72.9169419,Frank Pepe Pizzeria Napoletana,"157 Wooster Street, New Haven",book_store,store,point_of_interest,establishment,NA,NA,4.5,7303,2
41.3055995,-72.926884,Omni New Haven Hotel at Yale,"155 Temple Street, New Haven",bowling_alley,bar,store,restaurant,point_of_interest,food,4.1,1683,0
41.3065028,-72.9303923,Louis Lunch,"261 Crown Street, New Haven",cafe,restaurant,point_of_interest,food,store,establishment,4.4,1811,1
41.3109307,-72.9263462,Scroll and Key Tomb,"484 College Street, New Haven",cafe,restaurant,food,point_of_interest,establishment,NA,2.6,5,0
41.3115533,-72.9295973,Toads Place,"300 York Street, New Haven",cafe,restaurant,food,point_of_interest,store,establishment,4.3,803,2
41.3063812,-72.9288788,Shubert Theater,"247 College Street, New Haven",cafe,meal_takeaway,bakery,restaurant,store,food,4.6,740,0
41.30839,-72.930958,Yale University Art Gallery,"1111 Chapel Street, New Haven",cafe,meal_takeaway,bakery,restaurant,food,point_of_interest,4.8,1882,0
